Block Name,Point ID,alphat,k,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
Airfoil,21,2.23631e-07,6.22062e-05,1.90037e-07,35.4678,1.00078,0.241361,0.0494917,1,1.02991,1.00026,1.00052,0,0,0,0,22.2182
Airfoil,22,2.30076e-07,6.47257e-05,1.95516e-07,36.0386,1.00075,0.263073,0.0502602,0,0.267831,1.00025,1.0005,0,0,0,0,22.6429
Airfoil,23,2.30076e-07,6.47257e-05,1.95516e-07,36.0386,1.00075,0.263073,0.0502602,1,1.03525,1.00025,1.0005,0,0,0,0,22.6429
Airfoil,24,2.36263e-07,6.74133e-05,2.00778e-07,36.6645,1.00071,0.284786,0.0510068,0,0.289317,1.00023,1.00048,0,0,0,0,23.0505
Airfoil,25,2.36263e-07,6.74133e-05,2.00778e-07,36.6645,1.00071,0.284786,0.0510068,1,1.04101,1.00023,1.00048,0,0,0,0,23.0505
Airfoil,26,2.40757e-07,6.9726e-05,2.04603e-07,37.2151,1.00067,0.3065,0.0516763,0,0.310826,1.0002,1.00047,0,0,0,0,23.3466
Airfoil,27,2.40757e-07,6.9726e-05,2.04603e-07,37.2151,1.00067,0.3065,0.0516763,1,1.04719,1.0002,1.00047,0,0,0,0,23.3466
Airfoil,28,2.43222e-07,7.13329e-05,2.06702e-07,37.5834,1.00065,0.328218,0.052237,0,0.332349,1.00017,1.00047,0,0,0,0,23.509
Airfoil,29,2.43222e-07,7.13329e-05,2.06702e-07,37.5834,1.00065,0.328218,0.052237,1,1.05378,1.00017,1.00047,0,0,0,0,23.509
Airfoil,30,2.442e-07,7.21854e-05,2.07537e-07,37.743,1.00063,0.349939,0.0526919,0,0.353884,1.00016,1.00047,0,0,0,0,23.5735
Airfoil,31,2.442e-07,7.21854e-05,2.07537e-07,37.743,1.00063,0.349939,0.0526919,1,1.06077,1.00016,1.00047,0,0,0,0,23.5735
Airfoil,32,2.44313e-07,7.24202e-05,2.07635e-07,37.728,1.00063,0.371661,0.0530524,0,0.375429,1.00015,1.00048,0,0,0,0,23.5808
Airfoil,33,2.44313e-07,7.24202e-05,2.07635e-07,37.728,1.00063,0.371661,0.0530524,1,1.06815,1.00015,1.00048,0,0,0,0,23.5808
Airfoil,34,2.44138e-07,7.22533e-05,2.07488e-07,37.59,1.00063,0.393385,0.0533266,0,0.396983,1.00014,1.00049,0,0,0,0,23.5692
Airfoil,35,2.44138e-07,7.22533e-05,2.07488e-07,37.59,1.00063,0.393385,0.0533266,1,1.07592,1.00014,1.00049,0,0,0,0,23.5692
Airfoil,36,2.44023e-07,7.18887e-05,2.07392e-07,37.382,1.00063,0.415109,0.053531,0,0.418546,1.00013,1.00049,0,0,0,0,23.5615
Airfoil,37,2.44023e-07,7.18887e-05,2.07392e-07,37.382,1.00063,0.415109,0.053531,1,1.08406,1.00013,1.00049,0,0,0,0,23.5615
Airfoil,38,2.4366e-07,7.138e-05,2.07086e-07,37.1236,1.00062,0.436834,0.0536583,0,0.440117,1.00012,1.0005,0,0,0,0,23.5376
Airfoil,39,2.4366e-07,7.138e-05,2.07086e-07,37.1236,1.00062,0.436834,0.0536583,1,1.09257,1.00012,1.0005,0,0,0,0,23.5376
Airfoil,40,2.42636e-07,7.06457e-05,2.06217e-07,36.7927,1.00063,0.458559,0.0536897,0,0.461692,1.00012,1.00051,0,0,0,0,23.47
Airfoil,41,2.42636e-07,7.06457e-05,2.06217e-07,36.7927,1.00063,0.458559,0.0536897,1,1.10143,1.00012,1.00051,0,0,0,0,23.47
Airfoil,42,2.41145e-07,6.96626e-05,2.04949e-07,36.3783,1.00064,0.480284,0.0536233,0,0.483268,1.00012,1.00052,0,0,0,0,23.3716
Airfoil,43,2.41145e-07,6.96626e-05,2.04949e-07,36.3783,1.00064,0.480284,0.0536233,1,1.11065,1.00012,1.00052,0,0,0,0,23.3716
Airfoil,44,2.39835e-07,6.8567e-05,2.03834e-07,35.9136,1.00066,0.502009,0.0534784,0,0.504849,1.00013,1.00053,0,0,0,0,23.2852
Airfoil,45,2.39835e-07,6.8567e-05,2.03834e-07,35.9136,1.00066,0.502009,0.0534784,1,1.12021,1.00013,1.00053,0,0,0,0,23.2852
Airfoil,46,2.38927e-07,6.75003e-05,2.0306e-07,35.4362,1.00068,0.523733,0.0532651,0,0.526435,1.00014,1.00054,0,0,0,0,23.2253
Airfoil,47,2.38927e-07,6.75003e-05,2.0306e-07,35.4362,1.00068,0.523733,0.0532651,1,1.1301,1.00014,1.00054,0,0,0,0,23.2253
Airfoil,48,2.3788e-07,6.64225e-05,2.02168e-07,34.9371,1.0007,0.545456,0.0529692,0,0.548022,1.00015,1.00055,0,0,0,0,23.1562
Airfoil,49,2.3788e-07,6.64225e-05,2.02168e-07,34.9371,1.0007,0.545456,0.0529692,1,1.14032,1.00015,1.00055,0,0,0,0,23.1562
Airfoil,50,2.36175e-07,6.51886e-05,2.00716e-07,34.3818,1.00072,0.567178,0.0525726,0,0.569609,1.00016,1.00056,0,0,0,0,23.0438
Airfoil,51,2.36175e-07,6.51886e-05,2.00716e-07,34.3818,1.00072,0.567178,0.0525726,1,1.15085,1.00016,1.00056,0,0,0,0,23.0438
Airfoil,52,2.33973e-07,6.37563e-05,1.98841e-07,33.7638,1.00076,0.588898,0.0520829,0,0.591197,1.00019,1.00058,0,0,0,0,22.8986
Airfoil,53,2.33973e-07,6.37563e-05,1.98841e-07,33.7638,1.00076,0.588898,0.0520829,1,1.16169,1.00019,1.00058,0,0,0,0,22.8986
Airfoil,54,2.31755e-07,6.22222e-05,1.96949e-07,33.109,1.00081,0.610616,0.0515166,0,0.612785,1.00022,1.00059,0,0,0,0,22.7524
Airfoil,55,2.31755e-07,6.22222e-05,1.96949e-07,33.109,1.00081,0.610616,0.0515166,1,1.17282,1.00022,1.00059,0,0,0,0,22.7524
Airfoil,56,2.29424e-07,6.06352e-05,1.94962e-07,32.4264,1.00085,0.632332,0.0508785,0,0.634375,1.00025,1.0006,0,0,0,0,22.5987
Airfoil,57,2.29424e-07,6.06352e-05,1.94962e-07,32.4264,1.00085,0.632332,0.0508785,1,1.18424,1.00025,1.0006,0,0,0,0,22.5987
Airfoil,58,2.26077e-07,5.88558e-05,1.9211e-07,31.6789,1.00091,0.654045,0.0501448,0,0.655964,1.00029,1.00062,0,0,0,0,22.3781
Airfoil,59,2.26077e-07,5.88558e-05,1.9211e-07,31.6789,1.00091,0.654045,0.0501448,1,1.19595,1.00029,1.00062,0,0,0,0,22.3781
Airfoil,60,2.20539e-07,5.6622e-05,1.87396e-07,30.8042,1.00097,0.675753,0.0492947,0,0.677549,1.00033,1.00064,0,0,0,0,22.0132
Airfoil,61,2.20539e-07,5.6622e-05,1.87396e-07,30.8042,1.00097,0.675753,0.0492947,1,1.20792,1.00033,1.00064,0,0,0,0,22.0132
Airfoil,62,2.11563e-07,5.36328e-05,1.79758e-07,29.7348,1.00106,0.697456,0.0483139,0,0.699127,1.00039,1.00067,0,0,0,0,21.4218
Airfoil,63,2.11563e-07,5.36328e-05,1.79758e-07,29.7348,1.00106,0.697456,0.0483139,1,1.22016,1.00039,1.00067,0,0,0,0,21.4218
Airfoil,64,1.98753e-07,4.97746e-05,1.6886e-07,28.4628,1.00118,0.719153,0.0472096,0,0.720701,1.00048,1.0007,0,0,0,0,20.5773
Airfoil,65,1.98753e-07,4.97746e-05,1.6886e-07,28.4628,1.00118,0.719153,0.0472096,1,1.23264,1.00048,1.0007,0,0,0,0,20.5773
Airfoil,66,1.83891e-07,4.5438e-05,1.56218e-07,27.1133,1.00131,0.740849,0.046068,0,0.742279,1.00058,1.00073,0,0,0,0,19.5963
Airfoil,67,1.83891e-07,4.5438e-05,1.56218e-07,27.1133,1.00131,0.740849,0.046068,1,1.24538,1.00058,1.00073,0,0,0,0,19.5963
Airfoil,68,1.7e-07,4.13752e-05,1.44402e-07,25.893,1.00144,0.762549,0.0450267,0,0.763877,1.00068,1.00075,0,0,0,0,18.6773
Airfoil,69,1.7e-07,4.13752e-05,1.44402e-07,25.893,1.00144,0.762549,0.0450267,1,1.25838,1.00068,1.00075,0,0,0,0,18.6773
Airfoil,70,1.59212e-07,3.82046e-05,1.35225e-07,24.9861,1.00156,0.784258,0.0442028,0,0.785503,1.00078,1.00077,0,0,0,0,17.9615
Airfoil,71,1.59212e-07,3.82046e-05,1.35225e-07,24.9861,1.00156,0.784258,0.0442028,1,1.27162,1.00078,1.00077,0,0,0,0,17.9615
Airfoil,72,1.53662e-07,3.64857e-05,1.30499e-07,24.6031,1.00165,0.805978,0.043722,0,0.807163,1.00087,1.00078,0,0,0,0,17.5924
Airfoil,73,1.53662e-07,3.64857e-05,1.30499e-07,24.6031,1.00165,0.805978,0.043722,1,1.28511,1.00087,1.00078,0,0,0,0,17.5924
Airfoil,74,1.53387e-07,3.62263e-05,1.30258e-07,24.7519,1.00172,0.827702,0.0437541,0,0.828858,1.00093,1.00079,0,0,0,0,17.5741
Airfoil,75,1.53387e-07,3.62263e-05,1.30258e-07,24.7519,1.00172,0.827702,0.0437541,1,1.29885,1.00093,1.00079,0,0,0,0,17.5741
Airfoil,76,1.56494e-07,3.7156e-05,1.32891e-07,25.4124,1.00176,0.84942,0.0442823,0,0.850574,1.00097,1.00079,0,0,0,0,17.7808
Airfoil,77,1.56494e-07,3.7156e-05,1.32891e-07,25.4124,1.00176,0.84942,0.0442823,1,1.31281,1.00097,1.00079,0,0,0,0,17.7808
Airfoil,78,1.62371e-07,3.8997e-05,1.37881e-07,26.5082,1.00176,0.871112,0.0454643,0,0.872298,1.00098,1.00078,0,0,0,0,18.1714
Airfoil,79,1.62371e-07,3.8997e-05,1.37881e-07,26.5082,1.00176,0.871112,0.0454643,1,1.32699,1.00098,1.00078,0,0,0,0,18.1714
Airfoil,80,1.69623e-07,4.13569e-05,1.44043e-07,27.9027,1.00172,0.892767,0.0472029,0,0.894014,1.00095,1.00076,0,0,0,0,18.6525
Airfoil,81,1.69623e-07,4.13569e-05,1.44043e-07,27.9027,1.00172,0.892767,0.0472029,1,1.34137,1.00095,1.00076,0,0,0,0,18.6525
Airfoil,82,1.7753e-07,4.44149e-05,1.50764e-07,29.7313,1.00164,0.914369,0.0495071,0,0.915708,1.0009,1.00074,0,0,0,0,19.176
Airfoil,83,1.7753e-07,4.44149e-05,1.50764e-07,29.7313,1.00164,0.914369,0.0495071,1,1.35592,1.0009,1.00074,0,0,0,0,19.176
Airfoil,84,1.85697e-07,4.80869e-05,1.57715e-07,31.9475,1.00151,0.935901,0.0523915,0,0.937367,1.00081,1.0007,0,0,0,0,19.716
Airfoil,85,1.85697e-07,4.80869e-05,1.57715e-07,31.9475,1.00151,0.935901,0.0523915,1,1.37064,1.00081,1.0007,0,0,0,0,19.716
Airfoil,86,2.01389e-07,5.45974e-05,1.71062e-07,35.1401,1.00131,0.957362,0.0557708,0,0.958985,1.00069,1.00062,0,0,0,0,20.7517
Airfoil,87,2.01389e-07,5.45974e-05,1.71062e-07,35.1401,1.00131,0.957362,0.0557708,1,1.38552,1.00069,1.00062,0,0,0,0,20.7517
Airfoil,88,2.21799e-07,5.87975e-05,1.8846e-07,34.3774,1.00098,0.978737,0.0596364,0,0.980552,1.00038,1.0006,0,0,0,0,22.0966
Airfoil,89,2.21799e-07,5.87975e-05,1.8846e-07,34.3774,1.00098,0.978737,0.0596364,1,1.40053,1.00038,1.0006,0,0,0,0,22.0966
Airfoil,90,1.61808e-07,4.35245e-05,1.37565e-07,24.6077,1.00017,1,0.0604,0,1.00182,0.999564,1.0006,0,0,0,0,18.0709
Airfoil,91,1.61808e-07,4.35245e-05,1.37565e-07,24.6077,1.00017,1,0.0604,1,1.4155,0.999564,1.0006,0,0,0,0,18.0709
Airfoil,92,4.13711e-07,1.42721e-06,3.5116e-07,10.083,1.0018,0.0195381,0.029705,1,1.00063,1.0014,1.0004,0,0,0,0,34.8456
Airfoil,93,4.13711e-07,1.42721e-06,3.5116e-07,10.083,1.0018,0.0195381,0.029705,0,0.0355545,1.0014,1.0004,0,0,0,0,34.8456
Airfoil,94,3.81079e-07,1.26882e-06,3.23208e-07,9.08575,1.00279,0.0146127,0.02671,1,1.00046,1.00223,1.00056,0,0,0,0,32.661
Airfoil,95,3.81079e-07,1.26882e-06,3.23208e-07,9.08575,1.00279,0.0146127,0.02671,0,0.0304459,1.00223,1.00056,0,0,0,0,32.661
Airfoil,96,2.90727e-07,6.16829e-07,2.46397e-07,8.46939,1.00384,0.010064,0.0231555,1,1.00032,1.003,1.00084,0,0,0,0,26.6468
Airfoil,97,2.90727e-07,6.16829e-07,2.46397e-07,8.46939,1.00384,0.010064,0.0231555,0,0.025248,1.003,1.00084,0,0,0,0,26.6468
Airfoil,98,1.73818e-07,3.9843e-07,1.47219e-07,7.84798,1.00477,0.00615603,0.0189187,1,1.0002,1.00368,1.00109,0,0,0,0,18.8825
Airfoil,99,1.73818e-07,3.9843e-07,1.47219e-07,7.84798,1.00477,0.00615603,0.0189187,0,0.0198951,1.00368,1.00109,0,0,0,0,18.8825
Airfoil,100,7.52235e-08,1.88836e-07,6.36874e-08,7.37714,1.00525,0.00336477,0.0138639,1,1.0001,1.00398,1.00126,0,0,0,0,12.0738
Airfoil,101,7.52235e-08,1.88836e-07,6.36874e-08,7.37714,1.00525,0.00336477,0.0138639,0,0.0142664,1.00398,1.00126,0,0,0,0,12.0738
Airfoil,102,1.25098e-07,2.28824e-07,1.05928e-07,7.26126,1.00506,0.00129513,0.00850141,1,1.00004,1.0039,1.00116,0,0,0,0,15.4082
Airfoil,103,1.25098e-07,2.28824e-07,1.05928e-07,7.26126,1.00506,0.00129513,0.00850141,0,0.0085995,1.0039,1.00116,0,0,0,0,15.4082
Airfoil,104,2.95528e-07,3.24645e-07,2.50392e-07,7.21221,1.00411,0.000277108,0.0028209,1,1,1.00335,1.00075,0,0,0,0,26.986
Airfoil,105,2.95528e-07,3.24645e-07,2.50392e-07,7.21221,1.00411,0.000277108,0.0028209,0,0.00283448,1.00335,1.00075,0,0,0,0,26.986
Airfoil,106,4.66934e-07,4.09953e-07,3.96062e-07,7.26715,1.00235,0.000302351,-0.00292577,1,1,1.00222,1.00012,0,0,0,0,38.4855
Airfoil,107,4.66934e-07,4.09953e-07,3.96062e-07,7.26715,1.00235,0.000302351,-0.00292577,0,0.00294135,1.00222,1.00012,0,0,0,0,38.4855
Airfoil,108,6.10819e-07,5.07757e-07,5.19003e-07,7.43461,0.999913,0.00136453,-0.00859942,1,1.00004,1.00048,0.999433,0,0,0,0,48.3682
Airfoil,109,6.10819e-07,5.07757e-07,5.19003e-07,7.43461,0.999913,0.00136453,-0.00859942,0,0.00870701,1.00048,0.999433,0,0,0,0,48.3682
Airfoil,110,7.27271e-07,6.01786e-07,6.19151e-07,7.64193,0.997188,0.00346008,-0.0139605,1,1.0001,0.998502,0.998682,0,0,0,0,56.5441
Airfoil,111,7.27271e-07,6.01786e-07,6.19151e-07,7.64193,0.997188,0.00346008,-0.0139605,0,0.0143829,0.998502,0.998682,0,0,0,0,56.5441
Airfoil,112,7.95209e-07,7.52106e-07,6.78498e-07,8.15945,0.994359,0.006305,-0.0189856,1,1.0002,0.996236,0.998115,0,0,0,0,61.3734
Airfoil,113,7.95209e-07,7.52106e-07,6.78498e-07,8.15945,0.994359,0.006305,-0.0189856,0,0.0200051,0.996236,0.998115,0,0,0,0,61.3734
Airfoil,114,7.92925e-07,9.13445e-07,6.77831e-07,8.82692,0.992444,0.0103233,-0.0231249,1,1.00032,0.994315,0.998117,0,0,0,0,61.2108
Airfoil,115,7.92925e-07,9.13445e-07,6.77831e-07,8.82692,0.992444,0.0103233,-0.0231249,0,0.0253246,0.994315,0.998117,0,0,0,0,61.2108
Airfoil,116,7.33093e-07,1.49498e-06,6.27139e-07,9.43422,0.992199,0.0149508,-0.0265696,1,1.00046,0.9936,0.998589,0,0,0,0,56.9537
Airfoil,117,7.33093e-07,1.49498e-06,6.27139e-07,9.43422,0.992199,0.0149508,-0.0265696,0,0.0304872,0.9936,0.998589,0,0,0,0,56.9537
Airfoil,118,6.57038e-07,1.40874e-06,5.62002e-07,9.29403,0.992887,0.0199654,-0.0294341,1,1.00063,0.993751,0.999129,0,0,0,0,51.5832
Airfoil,119,6.57038e-07,1.40874e-06,5.62002e-07,9.29403,0.992887,0.0199654,-0.0294341,0,0.0355666,0.993751,0.999129,0,0,0,0,51.5832
Airfoil,120,5.57714e-07,9.6577e-06,4.76794e-07,12.4093,0.993861,0.0250899,-0.0320986,1,1.00083,0.994291,0.999566,0,0,0,0,44.6949
Airfoil,121,5.57714e-07,9.6577e-06,4.76794e-07,12.4093,0.993861,0.0250899,-0.0320986,0,0.0407409,0.994291,0.999566,0,0,0,0,44.6949
Airfoil,122,4.36013e-07,3.2963e-05,3.727e-07,20.4558,0.994225,0.0450733,-0.0416917,0,0.0613987,0.994374,0.99985,0,0,0,0,36.3774
Airfoil,123,4.36013e-07,3.2963e-05,3.727e-07,20.4558,0.994225,0.0450733,-0.0416917,1,1.00188,0.994374,0.99985,0,0,0,0,36.3774
Airfoil,124,3.68477e-07,5.87433e-05,3.15126e-07,28.259,0.993729,0.0654808,-0.0503449,0,0.0825975,0.993896,0.999831,0,0,0,0,31.8236
Airfoil,125,3.68477e-07,5.87433e-05,3.15126e-07,28.259,0.993729,0.0654808,-0.0503449,1,1.00341,0.993896,0.999831,0,0,0,0,31.8236
Airfoil,126,3.52934e-07,7.9344e-05,3.01997e-07,34.7344,0.993039,0.0862924,-0.0579796,0,0.103962,0.993365,0.999671,0,0,0,0,30.7879
Airfoil,127,3.52934e-07,7.9344e-05,3.01997e-07,34.7344,0.993039,0.0862924,-0.0579796,1,1.00539,0.993365,0.999671,0,0,0,0,30.7879
Airfoil,128,3.44909e-07,9.60884e-05,2.95239e-07,40.7491,0.992507,0.107506,-0.064411,0,0.125325,0.993,0.999503,0,0,0,0,30.2559
Airfoil,129,3.44909e-07,9.60884e-05,2.95239e-07,40.7491,0.992507,0.107506,-0.064411,1,1.00782,0.993,0.999503,0,0,0,0,30.2559
Airfoil,130,3.34512e-07,0.0001106,2.86386e-07,46.6395,0.992167,0.129043,-0.0696446,0,0.146637,0.992838,0.999322,0,0,0,0,29.5666
Airfoil,131,3.34512e-07,0.0001106,2.86386e-07,46.6395,0.992167,0.129043,-0.0696446,1,1.01069,0.992838,0.999322,0,0,0,0,29.5666
Airfoil,132,3.09143e-07,0.000119994,2.64699e-07,52.1529,0.991914,0.15083,-0.0737242,0,0.167884,0.992711,0.999197,0,0,0,0,27.8846
Airfoil,133,3.09143e-07,0.000119994,2.64699e-07,52.1529,0.991914,0.15083,-0.0737242,1,1.01399,0.992711,0.999197,0,0,0,0,27.8846
Airfoil,134,2.68917e-07,0.000121164,2.30254e-07,56.3363,0.99189,0.172842,-0.0763103,0,0.188938,0.992738,0.999145,0,0,0,0,25.2224
Airfoil,135,2.68917e-07,0.000121164,2.30254e-07,56.3363,0.99189,0.172842,-0.0763103,1,1.01769,0.992738,0.999145,0,0,0,0,25.2224
Airfoil,136,2.19194e-07,0.000113231,1.87625e-07,58.5803,0.992176,0.194966,-0.0776846,0,0.209873,0.993043,0.999126,0,0,0,0,21.9409
Airfoil,137,2.19194e-07,0.000113231,1.87625e-07,58.5803,0.992176,0.194966,-0.0776846,1,1.02179,0.993043,0.999126,0,0,0,0,21.9409
Airfoil,138,1.69459e-07,0.000102323,1.44971e-07,59.4254,0.992778,0.217132,-0.0776466,0,0.230598,0.993632,0.99914,0,0,0,0,18.6522
Airfoil,139,1.69459e-07,0.000102323,1.44971e-07,59.4254,0.992778,0.217132,-0.0776466,1,1.02624,0.993632,0.99914,0,0,0,0,18.6522
Airfoil,140,1.47516e-07,0.000103479,1.26082e-07,61.3297,0.993655,0.239282,-0.0767511,0,0.25129,0.994502,0.999147,0,0,0,0,17.195
Airfoil,141,1.47516e-07,0.000103479,1.26082e-07,61.3297,0.993655,0.239282,-0.0767511,1,1.03109,0.994502,0.999147,0,0,0,0,17.195
Airfoil,142,1.55367e-07,0.000116609,1.32683e-07,64.7946,0.994456,0.261418,-0.0755356,0,0.272112,0.9953,0.999151,0,0,0,0,17.7178
Airfoil,143,1.55367e-07,0.000116609,1.32683e-07,64.7946,0.994456,0.261418,-0.0755356,1,1.03636,0.9953,0.999151,0,0,0,0,17.7178
Airfoil,144,1.75621e-07,0.000128276,1.49906e-07,67.5292,0.994956,0.283548,-0.0742303,0,0.293104,0.995803,0.999148,0,0,0,0,19.0634
Airfoil,145,1.75621e-07,0.000128276,1.49906e-07,67.5292,0.994956,0.283548,-0.0742303,1,1.04207,0.995803,0.999148,0,0,0,0,19.0634
Airfoil,146,1.93671e-07,0.000133061,1.65271e-07,68.7242,0.995226,0.305668,-0.0727499,0,0.314206,0.996064,0.999159,0,0,0,0,20.2574
Airfoil,147,1.93671e-07,0.000133061,1.65271e-07,68.7242,0.995226,0.305668,-0.0727499,1,1.0482,0.996064,0.999159,0,0,0,0,20.2574
Airfoil,148,2.0494e-07,0.000133261,1.74855e-07,68.7592,0.995446,0.327771,-0.0710463,0,0.335383,0.996247,0.999195,0,0,0,0,21.0009
Airfoil,149,2.0494e-07,0.000133261,1.74855e-07,68.7592,0.995446,0.327771,-0.0710463,1,1.05474,0.996247,0.999195,0,0,0,0,21.0009
Airfoil,150,2.11245e-07,0.000131164,1.80203e-07,68.0418,0.995668,0.349861,-0.0691713,0,0.356634,0.996422,0.999242,0,0,0,0,21.4162
Airfoil,151,2.11245e-07,0.000131164,1.80203e-07,68.0418,0.995668,0.349861,-0.0691713,1,1.06169,0.996422,0.999242,0,0,0,0,21.4162
Airfoil,152,2.15305e-07,0.000128243,1.8364e-07,67.0035,0.995856,0.371941,-0.0671803,0,0.377959,0.996566,0.999286,0,0,0,0,21.6834
Airfoil,153,2.15305e-07,0.000128243,1.8364e-07,67.0035,0.995856,0.371941,-0.0671803,1,1.06904,0.996566,0.999286,0,0,0,0,21.6834
Airfoil,154,2.18229e-07,0.000125279,1.86114e-07,65.8947,0.995998,0.394008,-0.0650538,0,0.399342,0.996668,0.999327,0,0,0,0,21.8757
Airfoil,155,2.18229e-07,0.000125279,1.86114e-07,65.8947,0.995998,0.394008,-0.0650538,1,1.07679,0.996668,0.999327,0,0,0,0,21.8757
Airfoil,156,2.20232e-07,0.000122495,1.87807e-07,64.7498,0.996121,0.41606,-0.0627753,0,0.420769,0.996751,0.999367,0,0,0,0,22.0073
Airfoil,157,2.20232e-07,0.000122495,1.87807e-07,64.7498,0.996121,0.41606,-0.0627753,1,1.08492,0.996751,0.999367,0,0,0,0,22.0073
Airfoil,158,2.21314e-07,0.000119693,1.88715e-07,63.5137,0.996242,0.438093,-0.0603296,0,0.442228,0.996831,0.999408,0,0,0,0,22.0782
Airfoil,159,2.21314e-07,0.000119693,1.88715e-07,63.5137,0.996242,0.438093,-0.0603296,1,1.09342,0.996831,0.999408,0,0,0,0,22.0782
Airfoil,160,2.21653e-07,0.000116701,1.88989e-07,62.1359,0.996368,0.460107,-0.0577078,0,0.463712,0.996914,0.999451,0,0,0,0,22.1
Airfoil,161,2.21653e-07,0.000116701,1.88989e-07,62.1359,0.996368,0.460107,-0.0577078,1,1.10228,0.996914,0.999451,0,0,0,0,22.1
Airfoil,162,2.21759e-07,0.000113597,1.89062e-07,60.631,0.996498,0.4821,-0.0549167,0,0.485218,0.997003,0.999492,0,0,0,0,22.1066
Airfoil,163,2.21759e-07,0.000113597,1.89062e-07,60.631,0.996498,0.4821,-0.0549167,1,1.1115,0.997003,0.999492,0,0,0,0,22.1066
Airfoil,164,2.2227e-07,0.000110637,1.89481e-07,59.0771,0.996623,0.504073,-0.0519789,0,0.506746,0.997091,0.99953,0,0,0,0,22.1398
Airfoil,165,2.2227e-07,0.000110637,1.89481e-07,59.0771,0.996623,0.504073,-0.0519789,1,1.12107,0.997091,0.99953,0,0,0,0,22.1398
Airfoil,166,2.23359e-07,0.000107957,1.90395e-07,57.5353,0.996735,0.526028,-0.048901,0,0.528296,0.997169,0.999564,0,0,0,0,22.2112
