Block Name,Point ID,alphat,k,Normals_0,Normals_1,Normals_2,Normals_Magnitude,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude,yPlus
Airfoil,11,2.33075e-07,5.99177e-05,0.0737702,-0.997275,0,1,1.98079e-07,33.73,1.00079,0.132853,0.0445773,1,1.00977,1.00017,1.00062,0,0,0,0,22.8389
Airfoil,12,2.26417e-07,6.05101e-05,0.0564073,-0.998408,0,1,1.92427e-07,34.4755,1.00074,0.154533,0.0459718,0,0.161226,1.00014,1.0006,0,0,0,0,22.4008
Airfoil,13,2.26417e-07,6.05101e-05,0.0564073,-0.998408,0,1,1.92427e-07,34.4755,1.00074,0.154533,0.0459718,1,1.01291,1.00014,1.0006,0,0,0,0,22.4008
Airfoil,14,2.19592e-07,6.01127e-05,0.0445927,-0.999005,0,1,1.86624e-07,34.7623,1.00074,0.176232,0.0470281,0,0.182399,1.00016,1.00058,0,0,0,0,21.9516
Airfoil,15,2.19592e-07,6.01127e-05,0.0445927,-0.999005,0,1,1.86624e-07,34.7623,1.00074,0.176232,0.0470281,1,1.0165,1.00016,1.00058,0,0,0,0,21.9516
Airfoil,16,2.16932e-07,5.97827e-05,0.0389314,-0.999242,0,1,1.84355e-07,34.8449,1.00077,0.19794,0.0479093,0,0.203655,1.0002,1.00056,0,0,0,0,21.7766
Airfoil,17,2.16932e-07,5.97827e-05,0.0389314,-0.999242,0,1,1.84355e-07,34.8449,1.00077,0.19794,0.0479093,1,1.02053,1.0002,1.00056,0,0,0,0,21.7766
Airfoil,18,2.18764e-07,6.04356e-05,0.0364185,-0.999337,0,1,1.85904e-07,35.0504,1.00078,0.21965,0.0487197,0,0.224988,1.00024,1.00054,0,0,0,0,21.8975
Airfoil,19,2.18764e-07,6.04356e-05,0.0364185,-0.999337,0,1,1.85904e-07,35.0504,1.00078,0.21965,0.0487197,1,1.025,1.00024,1.00054,0,0,0,0,21.8975
Airfoil,20,2.23631e-07,6.22062e-05,0.0354555,-0.999371,0,1,1.90037e-07,35.4678,1.00078,0.241361,0.0494917,0,0.246383,1.00026,1.00052,0,0,0,0,22.2182
Airfoil,21,2.23631e-07,6.22062e-05,0.0354555,-0.999371,0,1,1.90037e-07,35.4678,1.00078,0.241361,0.0494917,1,1.02991,1.00026,1.00052,0,0,0,0,22.2182
Airfoil,22,2.30076e-07,6.47257e-05,0.034869,-0.999392,0,1,1.95516e-07,36.0386,1.00075,0.263073,0.0502602,0,0.267831,1.00025,1.0005,0,0,0,0,22.6429
Airfoil,23,2.30076e-07,6.47257e-05,0.034869,-0.999392,0,1,1.95516e-07,36.0386,1.00075,0.263073,0.0502602,1,1.03525,1.00025,1.0005,0,0,0,0,22.6429
Airfoil,24,2.36263e-07,6.74133e-05,0.0325911,-0.999469,0,1,2.00778e-07,36.6645,1.00071,0.284786,0.0510068,0,0.289317,1.00023,1.00048,0,0,0,0,23.0505
Airfoil,25,2.36263e-07,6.74133e-05,0.0325911,-0.999469,0,1,2.00778e-07,36.6645,1.00071,0.284786,0.0510068,1,1.04101,1.00023,1.00048,0,0,0,0,23.0505
Airfoil,26,2.40757e-07,6.9726e-05,0.0283125,-0.999599,0,1,2.04603e-07,37.2151,1.00067,0.3065,0.0516763,0,0.310826,1.0002,1.00047,0,0,0,0,23.3466
Airfoil,27,2.40757e-07,6.9726e-05,0.0283125,-0.999599,0,1,2.04603e-07,37.2151,1.00067,0.3065,0.0516763,1,1.04719,1.0002,1.00047,0,0,0,0,23.3466
Airfoil,28,2.43222e-07,7.13329e-05,0.0233729,-0.999727,0,1,2.06702e-07,37.5834,1.00065,0.328218,0.052237,0,0.332349,1.00017,1.00047,0,0,0,0,23.509
Airfoil,29,2.43222e-07,7.13329e-05,0.0233729,-0.999727,0,1,2.06702e-07,37.5834,1.00065,0.328218,0.052237,1,1.05378,1.00017,1.00047,0,0,0,0,23.509
Airfoil,30,2.442e-07,7.21854e-05,0.0187654,-0.999824,0,1,2.07537e-07,37.743,1.00063,0.349939,0.0526919,0,0.353884,1.00016,1.00047,0,0,0,0,23.5735
Airfoil,31,2.442e-07,7.21854e-05,0.0187654,-0.999824,0,1,2.07537e-07,37.743,1.00063,0.349939,0.0526919,1,1.06077,1.00016,1.00047,0,0,0,0,23.5735
Airfoil,32,2.44313e-07,7.24202e-05,0.0146076,-0.999893,0,1,2.07635e-07,37.728,1.00063,0.371661,0.0530524,0,0.375429,1.00015,1.00048,0,0,0,0,23.5808
Airfoil,33,2.44313e-07,7.24202e-05,0.0146076,-0.999893,0,1,2.07635e-07,37.728,1.00063,0.371661,0.0530524,1,1.06815,1.00015,1.00048,0,0,0,0,23.5808
Airfoil,34,2.44138e-07,7.22533e-05,0.011015,-0.999939,0,1,2.07488e-07,37.59,1.00063,0.393385,0.0533266,0,0.396983,1.00014,1.00049,0,0,0,0,23.5692
Airfoil,35,2.44138e-07,7.22533e-05,0.011015,-0.999939,0,1,2.07488e-07,37.59,1.00063,0.393385,0.0533266,1,1.07592,1.00014,1.00049,0,0,0,0,23.5692
Airfoil,36,2.44023e-07,7.18887e-05,0.00763304,-0.999971,0,1,2.07392e-07,37.382,1.00063,0.415109,0.053531,0,0.418546,1.00013,1.00049,0,0,0,0,23.5615
Airfoil,37,2.44023e-07,7.18887e-05,0.00763304,-0.999971,0,1,2.07392e-07,37.382,1.00063,0.415109,0.053531,1,1.08406,1.00013,1.00049,0,0,0,0,23.5615
Airfoil,38,2.4366e-07,7.138e-05,0.00365247,-0.999993,0,1,2.07086e-07,37.1236,1.00062,0.436834,0.0536583,0,0.440117,1.00012,1.0005,0,0,0,0,23.5376
Airfoil,39,2.4366e-07,7.138e-05,0.00365247,-0.999993,0,1,2.07086e-07,37.1236,1.00062,0.436834,0.0536583,1,1.09257,1.00012,1.0005,0,0,0,0,23.5376
Airfoil,40,2.42636e-07,7.06457e-05,-0.000803524,-1,0,1,2.06217e-07,36.7927,1.00063,0.458559,0.0536897,0,0.461692,1.00012,1.00051,0,0,0,0,23.47
Airfoil,41,2.42636e-07,7.06457e-05,-0.000803524,-1,0,1,2.06217e-07,36.7927,1.00063,0.458559,0.0536897,1,1.10143,1.00012,1.00051,0,0,0,0,23.47
Airfoil,42,2.41145e-07,6.96626e-05,-0.00486186,-0.999988,0,1,2.04949e-07,36.3783,1.00064,0.480284,0.0536233,0,0.483268,1.00012,1.00052,0,0,0,0,23.3716
Airfoil,43,2.41145e-07,6.96626e-05,-0.00486186,-0.999988,0,1,2.04949e-07,36.3783,1.00064,0.480284,0.0536233,1,1.11065,1.00012,1.00052,0,0,0,0,23.3716
Airfoil,44,2.39835e-07,6.8567e-05,-0.00824476,-0.999966,0,1,2.03834e-07,35.9136,1.00066,0.502009,0.0534784,0,0.504849,1.00013,1.00053,0,0,0,0,23.2852
Airfoil,45,2.39835e-07,6.8567e-05,-0.00824476,-0.999966,0,1,2.03834e-07,35.9136,1.00066,0.502009,0.0534784,1,1.12021,1.00013,1.00053,0,0,0,0,23.2852
Airfoil,46,2.38927e-07,6.75003e-05,-0.0117191,-0.999931,0,1,2.0306e-07,35.4362,1.00068,0.523733,0.0532651,0,0.526435,1.00014,1.00054,0,0,0,0,23.2253
Airfoil,47,2.38927e-07,6.75003e-05,-0.0117191,-0.999931,0,1,2.0306e-07,35.4362,1.00068,0.523733,0.0532651,1,1.1301,1.00014,1.00054,0,0,0,0,23.2253
Airfoil,48,2.3788e-07,6.64225e-05,-0.0159389,-0.999873,0,1,2.02168e-07,34.9371,1.0007,0.545456,0.0529692,0,0.548022,1.00015,1.00055,0,0,0,0,23.1562
Airfoil,49,2.3788e-07,6.64225e-05,-0.0159389,-0.999873,0,1,2.02168e-07,34.9371,1.0007,0.545456,0.0529692,1,1.14032,1.00015,1.00055,0,0,0,0,23.1562
Airfoil,50,2.36175e-07,6.51886e-05,-0.0203983,-0.999792,0,1,2.00716e-07,34.3818,1.00072,0.567178,0.0525726,0,0.569609,1.00016,1.00056,0,0,0,0,23.0438
Airfoil,51,2.36175e-07,6.51886e-05,-0.0203983,-0.999792,0,1,2.00716e-07,34.3818,1.00072,0.567178,0.0525726,1,1.15085,1.00016,1.00056,0,0,0,0,23.0438
Airfoil,52,2.33973e-07,6.37563e-05,-0.0243017,-0.999705,0,1,1.98841e-07,33.7638,1.00076,0.588898,0.0520829,0,0.591197,1.00019,1.00058,0,0,0,0,22.8986
Airfoil,53,2.33973e-07,6.37563e-05,-0.0243017,-0.999705,0,1,1.98841e-07,33.7638,1.00076,0.588898,0.0520829,1,1.16169,1.00019,1.00058,0,0,0,0,22.8986
Airfoil,54,2.31755e-07,6.22222e-05,-0.0277198,-0.999616,0,1,1.96949e-07,33.109,1.00081,0.610616,0.0515166,0,0.612785,1.00022,1.00059,0,0,0,0,22.7524
Airfoil,55,2.31755e-07,6.22222e-05,-0.0277198,-0.999616,0,1,1.96949e-07,33.109,1.00081,0.610616,0.0515166,1,1.17282,1.00022,1.00059,0,0,0,0,22.7524
Airfoil,56,2.29424e-07,6.06352e-05,-0.0315718,-0.999502,0,1,1.94962e-07,32.4264,1.00085,0.632332,0.0508785,0,0.634375,1.00025,1.0006,0,0,0,0,22.5987
Airfoil,57,2.29424e-07,6.06352e-05,-0.0315718,-0.999502,0,1,1.94962e-07,32.4264,1.00085,0.632332,0.0508785,1,1.18424,1.00025,1.0006,0,0,0,0,22.5987
Airfoil,58,2.26077e-07,5.88558e-05,-0.0364514,-0.999336,0,1,1.9211e-07,31.6789,1.00091,0.654045,0.0501448,0,0.655964,1.00029,1.00062,0,0,0,0,22.3781
Airfoil,59,2.26077e-07,5.88558e-05,-0.0364514,-0.999336,0,1,1.9211e-07,31.6789,1.00091,0.654045,0.0501448,1,1.19595,1.00029,1.00062,0,0,0,0,22.3781
Airfoil,60,2.20539e-07,5.6622e-05,-0.0421384,-0.999112,0,1,1.87396e-07,30.8042,1.00097,0.675753,0.0492947,0,0.677549,1.00033,1.00064,0,0,0,0,22.0132
Airfoil,61,2.20539e-07,5.6622e-05,-0.0421384,-0.999112,0,1,1.87396e-07,30.8042,1.00097,0.675753,0.0492947,1,1.20792,1.00033,1.00064,0,0,0,0,22.0132
Airfoil,62,2.11563e-07,5.36328e-05,-0.0479875,-0.998848,0,1,1.79758e-07,29.7348,1.00106,0.697456,0.0483139,0,0.699127,1.00039,1.00067,0,0,0,0,21.4218
Airfoil,63,2.11563e-07,5.36328e-05,-0.0479875,-0.998848,0,1,1.79758e-07,29.7348,1.00106,0.697456,0.0483139,1,1.22016,1.00039,1.00067,0,0,0,0,21.4218
Airfoil,64,1.98753e-07,4.97746e-05,-0.0516893,-0.998663,0,1,1.6886e-07,28.4628,1.00118,0.719153,0.0472096,0,0.720701,1.00048,1.0007,0,0,0,0,20.5773
Airfoil,65,1.98753e-07,4.97746e-05,-0.0516893,-0.998663,0,1,1.6886e-07,28.4628,1.00118,0.719153,0.0472096,1,1.23264,1.00048,1.0007,0,0,0,0,20.5773
Airfoil,66,1.83891e-07,4.5438e-05,-0.0502386,-0.998737,0,1,1.56218e-07,27.1133,1.00131,0.740849,0.046068,0,0.742279,1.00058,1.00073,0,0,0,0,19.5963
Airfoil,67,1.83891e-07,4.5438e-05,-0.0502386,-0.998737,0,1,1.56218e-07,27.1133,1.00131,0.740849,0.046068,1,1.24538,1.00058,1.00073,0,0,0,0,19.5963
Airfoil,68,1.7e-07,4.13752e-05,-0.0429283,-0.999078,0,1,1.44402e-07,25.893,1.00144,0.762549,0.0450267,0,0.763877,1.00068,1.00075,0,0,0,0,18.6773
Airfoil,69,1.7e-07,4.13752e-05,-0.0429283,-0.999078,0,1,1.44402e-07,25.893,1.00144,0.762549,0.0450267,1,1.25838,1.00068,1.00075,0,0,0,0,18.6773
Airfoil,70,1.59212e-07,3.82046e-05,-0.030028,-0.999549,0,1,1.35225e-07,24.9861,1.00156,0.784258,0.0442028,0,0.785503,1.00078,1.00077,0,0,0,0,17.9615
Airfoil,71,1.59212e-07,3.82046e-05,-0.030028,-0.999549,0,1,1.35225e-07,24.9861,1.00156,0.784258,0.0442028,1,1.27162,1.00078,1.00077,0,0,0,0,17.9615
Airfoil,72,1.53662e-07,3.64857e-05,-0.0103266,-0.999947,0,1,1.30499e-07,24.6031,1.00165,0.805978,0.043722,0,0.807163,1.00087,1.00078,0,0,0,0,17.5924
Airfoil,73,1.53662e-07,3.64857e-05,-0.0103266,-0.999947,0,1,1.30499e-07,24.6031,1.00165,0.805978,0.043722,1,1.28511,1.00087,1.00078,0,0,0,0,17.5924
Airfoil,74,1.53387e-07,3.62263e-05,0.0128955,-0.999917,0,1,1.30258e-07,24.7519,1.00172,0.827702,0.0437541,0,0.828858,1.00093,1.00079,0,0,0,0,17.5741
Airfoil,75,1.53387e-07,3.62263e-05,0.0128955,-0.999917,0,1,1.30258e-07,24.7519,1.00172,0.827702,0.0437541,1,1.29885,1.00093,1.00079,0,0,0,0,17.5741
Airfoil,76,1.56494e-07,3.7156e-05,0.0393663,-0.999225,0,1,1.32891e-07,25.4124,1.00176,0.84942,0.0442823,0,0.850574,1.00097,1.00079,0,0,0,0,17.7808
Airfoil,77,1.56494e-07,3.7156e-05,0.0393663,-0.999225,0,1,1.32891e-07,25.4124,1.00176,0.84942,0.0442823,1,1.31281,1.00097,1.00079,0,0,0,0,17.7808
Airfoil,78,1.62371e-07,3.8997e-05,0.0672251,-0.997738,0,1,1.37881e-07,26.5082,1.00176,0.871112,0.0454643,0,0.872298,1.00098,1.00078,0,0,0,0,18.1714
Airfoil,79,1.62371e-07,3.8997e-05,0.0672251,-0.997738,0,1,1.37881e-07,26.5082,1.00176,0.871112,0.0454643,1,1.32699,1.00098,1.00078,0,0,0,0,18.1714
Airfoil,80,1.69623e-07,4.13569e-05,0.0930547,-0.995661,0,1,1.44043e-07,27.9027,1.00172,0.892767,0.0472029,0,0.894014,1.00095,1.00076,0,0,0,0,18.6525
Airfoil,81,1.69623e-07,4.13569e-05,0.0930547,-0.995661,0,1,1.44043e-07,27.9027,1.00172,0.892767,0.0472029,1,1.34137,1.00095,1.00076,0,0,0,0,18.6525
Airfoil,82,1.7753e-07,4.44149e-05,0.119428,-0.992843,0,1,1.50764e-07,29.7313,1.00164,0.914369,0.0495071,0,0.915708,1.0009,1.00074,0,0,0,0,19.176
Airfoil,83,1.7753e-07,4.44149e-05,0.119428,-0.992843,0,1,1.50764e-07,29.7313,1.00164,0.914369,0.0495071,1,1.35592,1.0009,1.00074,0,0,0,0,19.176
Airfoil,84,1.85697e-07,4.80869e-05,0.144168,-0.989553,0,1,1.57715e-07,31.9475,1.00151,0.935901,0.0523915,0,0.937367,1.00081,1.0007,0,0,0,0,19.716
Airfoil,85,1.85697e-07,4.80869e-05,0.144168,-0.989553,0,1,1.57715e-07,31.9475,1.00151,0.935901,0.0523915,1,1.37064,1.00081,1.0007,0,0,0,0,19.716
Airfoil,86,2.01389e-07,5.45974e-05,0.166768,-0.985996,0,1,1.71062e-07,35.1401,1.00131,0.957362,0.0557708,0,0.958985,1.00069,1.00062,0,0,0,0,20.7517
Airfoil,87,2.01389e-07,5.45974e-05,0.166768,-0.985996,0,1,1.71062e-07,35.1401,1.00131,0.957362,0.0557708,1,1.38552,1.00069,1.00062,0,0,0,0,20.7517
Airfoil,88,2.21799e-07,5.87975e-05,0.107201,-0.994237,0,1,1.8846e-07,34.3774,1.00098,0.978737,0.0596364,0,0.980552,1.00038,1.0006,0,0,0,0,22.0966
Airfoil,89,2.21799e-07,5.87975e-05,0.107201,-0.994237,0,1,1.8846e-07,34.3774,1.00098,0.978737,0.0596364,1,1.40053,1.00038,1.0006,0,0,0,0,22.0966
Airfoil,90,1.61808e-07,4.35245e-05,0.0358873,-0.999356,0,1,1.37565e-07,24.6077,1.00017,1,0.0604,0,1.00182,0.999564,1.0006,0,0,0,0,18.0709
Airfoil,91,1.61808e-07,4.35245e-05,0.0358873,-0.999356,0,1,1.37565e-07,24.6077,1.00017,1,0.0604,1,1.4155,0.999564,1.0006,0,0,0,0,18.0709
Airfoil,92,4.13711e-07,1.42721e-06,0.401253,-0.915967,0,1,3.5116e-07,10.083,1.0018,0.0195381,0.029705,1,1.00063,1.0014,1.0004,0,0,0,0,34.8456
Airfoil,93,4.13711e-07,1.42721e-06,0.401253,-0.915967,0,1,3.5116e-07,10.083,1.0018,0.0195381,0.029705,0,0.0355545,1.0014,1.0004,0,0,0,0,34.8456
Airfoil,94,3.81079e-07,1.26882e-06,0.56862,-0.822601,0,1,3.23208e-07,9.08575,1.00279,0.0146127,0.02671,1,1.00046,1.00223,1.00056,0,0,0,0,32.661
Airfoil,95,3.81079e-07,1.26882e-06,0.56862,-0.822601,0,1,3.23208e-07,9.08575,1.00279,0.0146127,0.02671,0,0.0304459,1.00223,1.00056,0,0,0,0,32.661
Airfoil,96,2.90727e-07,6.16829e-07,0.677632,-0.735401,0,1,2.46397e-07,8.46939,1.00384,0.010064,0.0231555,1,1.00032,1.003,1.00084,0,0,0,0,26.6468
Airfoil,97,2.90727e-07,6.16829e-07,0.677632,-0.735401,0,1,2.46397e-07,8.46939,1.00384,0.010064,0.0231555,0,0.025248,1.003,1.00084,0,0,0,0,26.6468
Airfoil,98,1.73818e-07,3.9843e-07,0.811086,-0.584927,0,1,1.47219e-07,7.84798,1.00477,0.00615603,0.0189187,1,1.0002,1.00368,1.00109,0,0,0,0,18.8825
Airfoil,99,1.73818e-07,3.9843e-07,0.811086,-0.584927,0,1,1.47219e-07,7.84798,1.00477,0.00615603,0.0189187,0,0.0198951,1.00368,1.00109,0,0,0,0,18.8825
Airfoil,100,7.52235e-08,1.88836e-07,0.906265,-0.422709,0,1,6.36874e-08,7.37714,1.00525,0.00336477,0.0138639,1,1.0001,1.00398,1.00126,0,0,0,0,12.0738
Airfoil,101,7.52235e-08,1.88836e-07,0.906265,-0.422709,0,1,6.36874e-08,7.37714,1.00525,0.00336477,0.0138639,0,0.0142664,1.00398,1.00126,0,0,0,0,12.0738
Airfoil,102,1.25098e-07,2.28824e-07,0.963011,-0.269461,0,1,1.05928e-07,7.26126,1.00506,0.00129513,0.00850141,1,1.00004,1.0039,1.00116,0,0,0,0,15.4082
Airfoil,103,1.25098e-07,2.28824e-07,0.963011,-0.269461,0,1,1.05928e-07,7.26126,1.00506,0.00129513,0.00850141,0,0.0085995,1.0039,1.00116,0,0,0,0,15.4082
Airfoil,104,2.95528e-07,3.24645e-07,0.996264,-0.0863617,0,1,2.50392e-07,7.21221,1.00411,0.000277108,0.0028209,1,1,1.00335,1.00075,0,0,0,0,26.986
Airfoil,105,2.95528e-07,3.24645e-07,0.996264,-0.0863617,0,1,2.50392e-07,7.21221,1.00411,0.000277108,0.0028209,0,0.00283448,1.00335,1.00075,0,0,0,0,26.986
Airfoil,106,4.66934e-07,4.09953e-07,0.995516,0.0945899,0,1,3.96062e-07,7.26715,1.00235,0.000302351,-0.00292577,1,1,1.00222,1.00012,0,0,0,0,38.4855
Airfoil,107,4.66934e-07,4.09953e-07,0.995516,0.0945899,0,1,3.96062e-07,7.26715,1.00235,0.000302351,-0.00292577,0,0.00294135,1.00222,1.00012,0,0,0,0,38.4855
Airfoil,108,6.10819e-07,5.07757e-07,0.961374,0.275247,0,1,5.19003e-07,7.43461,0.999913,0.00136453,-0.00859942,1,1.00004,1.00048,0.999433,0,0,0,0,48.3682
Airfoil,109,6.10819e-07,5.07757e-07,0.961374,0.275247,0,1,5.19003e-07,7.43461,0.999913,0.00136453,-0.00859942,0,0.00870701,1.00048,0.999433,0,0,0,0,48.3682
Airfoil,110,7.27271e-07,6.01786e-07,0.903089,0.429453,0,1,6.19151e-07,7.64193,0.997188,0.00346008,-0.0139605,1,1.0001,0.998502,0.998682,0,0,0,0,56.5441
Airfoil,111,7.27271e-07,6.01786e-07,0.903089,0.429453,0,1,6.19151e-07,7.64193,0.997188,0.00346008,-0.0139605,0,0.0143829,0.998502,0.998682,0,0,0,0,56.5441
Airfoil,112,7.95209e-07,7.52106e-07,0.800387,0.599484,0,1,6.78498e-07,8.15945,0.994359,0.006305,-0.0189856,1,1.0002,0.996236,0.998115,0,0,0,0,61.3734
Airfoil,113,7.95209e-07,7.52106e-07,0.800387,0.599484,0,1,6.78498e-07,8.15945,0.994359,0.006305,-0.0189856,0,0.0200051,0.996236,0.998115,0,0,0,0,61.3734
Airfoil,114,7.92925e-07,9.13445e-07,0.659438,0.751759,0,1,6.77831e-07,8.82692,0.992444,0.0103233,-0.0231249,1,1.00032,0.994315,0.998117,0,0,0,0,61.2108
Airfoil,115,7.92925e-07,9.13445e-07,0.659438,0.751759,0,1,6.77831e-07,8.82692,0.992444,0.0103233,-0.0231249,0,0.0253246,0.994315,0.998117,0,0,0,0,61.2108
Airfoil,116,7.33093e-07,1.49498e-06,0.547563,0.836765,0,1,6.27139e-07,9.43422,0.992199,0.0149508,-0.0265696,1,1.00046,0.9936,0.998589,0,0,0,0,56.9537
Airfoil,117,7.33093e-07,1.49498e-06,0.547563,0.836765,0,1,6.27139e-07,9.43422,0.992199,0.0149508,-0.0265696,0,0.0304872,0.9936,0.998589,0,0,0,0,56.9537
Airfoil,118,6.57038e-07,1.40874e-06,0.478757,0.877947,0,1,5.62002e-07,9.29403,0.992887,0.0199654,-0.0294341,1,1.00063,0.993751,0.999129,0,0,0,0,51.5832
Airfoil,119,6.57038e-07,1.40874e-06,0.478757,0.877947,0,1,5.62002e-07,9.29403,0.992887,0.0199654,-0.0294341,0,0.0355666,0.993751,0.999129,0,0,0,0,51.5832
Airfoil,120,5.57714e-07,9.6577e-06,0.447103,0.894482,0,1,4.76794e-07,12.4093,0.993861,0.0250899,-0.0320986,1,1.00083,0.994291,0.999566,0,0,0,0,44.6949
Airfoil,121,5.57714e-07,9.6577e-06,0.447103,0.894482,0,1,4.76794e-07,12.4093,0.993861,0.0250899,-0.0320986,0,0.0407409,0.994291,0.999566,0,0,0,0,44.6949
Airfoil,122,4.36013e-07,3.2963e-05,0.411685,0.911326,0,1,3.727e-07,20.4558,0.994225,0.0450733,-0.0416917,0,0.0613987,0.994374,0.99985,0,0,0,0,36.3774
Airfoil,123,4.36013e-07,3.2963e-05,0.411685,0.911326,0,1,3.727e-07,20.4558,0.994225,0.0450733,-0.0416917,1,1.00188,0.994374,0.99985,0,0,0,0,36.3774
Airfoil,124,3.68477e-07,5.87433e-05,0.367504,0.930022,0,1,3.15126e-07,28.259,0.993729,0.0654808,-0.0503449,0,0.0825975,0.993896,0.999831,0,0,0,0,31.8236
Airfoil,125,3.68477e-07,5.87433e-05,0.367504,0.930022,0,1,3.15126e-07,28.259,0.993729,0.0654808,-0.0503449,1,1.00341,0.993896,0.999831,0,0,0,0,31.8236
Airfoil,126,3.52934e-07,7.9344e-05,0.317398,0.948292,0,1,3.01997e-07,34.7344,0.993039,0.0862924,-0.0579796,0,0.103962,0.993365,0.999671,0,0,0,0,30.7879
Airfoil,127,3.52934e-07,7.9344e-05,0.317398,0.948292,0,1,3.01997e-07,34.7344,0.993039,0.0862924,-0.0579796,1,1.00539,0.993365,0.999671,0,0,0,0,30.7879
Airfoil,128,3.44909e-07,9.60884e-05,0.263235,0.964732,0,1,2.95239e-07,40.7491,0.992507,0.107506,-0.064411,0,0.125325,0.993,0.999503,0,0,0,0,30.2559
Airfoil,129,3.44909e-07,9.60884e-05,0.263235,0.964732,0,1,2.95239e-07,40.7491,0.992507,0.107506,-0.064411,1,1.00782,0.993,0.999503,0,0,0,0,30.2559
Airfoil,130,3.34512e-07,0.0001106,0.210166,0.977666,0,1,2.86386e-07,46.6395,0.992167,0.129043,-0.0696446,0,0.146637,0.992838,0.999322,0,0,0,0,29.5666
Airfoil,131,3.34512e-07,0.0001106,0.210166,0.977666,0,1,2.86386e-07,46.6395,0.992167,0.129043,-0.0696446,1,1.01069,0.992838,0.999322,0,0,0,0,29.5666
Airfoil,132,3.09143e-07,0.000119994,0.150455,0.988617,0,1,2.64699e-07,52.1529,0.991914,0.15083,-0.0737242,0,0.167884,0.992711,0.999197,0,0,0,0,27.8846
Airfoil,133,3.09143e-07,0.000119994,0.150455,0.988617,0,1,2.64699e-07,52.1529,0.991914,0.15083,-0.0737242,1,1.01399,0.992711,0.999197,0,0,0,0,27.8846
Airfoil,134,2.68917e-07,0.000121164,0.0893754,0.995998,0,1,2.30254e-07,56.3363,0.99189,0.172842,-0.0763103,0,0.188938,0.992738,0.999145,0,0,0,0,25.2224
Airfoil,135,2.68917e-07,0.000121164,0.0893754,0.995998,0,1,2.30254e-07,56.3363,0.99189,0.172842,-0.0763103,1,1.01769,0.992738,0.999145,0,0,0,0,25.2224
Airfoil,136,2.19194e-07,0.000113231,0.0301582,0.999545,0,1,1.87625e-07,58.5803,0.992176,0.194966,-0.0776846,0,0.209873,0.993043,0.999126,0,0,0,0,21.9409
Airfoil,137,2.19194e-07,0.000113231,0.0301582,0.999545,0,1,1.87625e-07,58.5803,0.992176,0.194966,-0.0776846,1,1.02179,0.993043,0.999126,0,0,0,0,21.9409
Airfoil,138,1.69459e-07,0.000102323,-0.0210605,0.999778,0,1,1.44971e-07,59.4254,0.992778,0.217132,-0.0776466,0,0.230598,0.993632,0.99914,0,0,0,0,18.6522
