Block Name,Point ID,alphat,k,Normals_0,Normals_1,Normals_2,Normals_Magnitude,nut,omega,p,Points_0,Points_1,Points_2,Points_Magnitude,rho,T,U_0,U_1,U_2,U_Magnitude
Airfoil,14,3.63714e-10,6.7499e-06,0.461324,0.887231,0,1,3.09332e-10,3664.92,0.999825,0.023677,-0.0313639,-1,1.00077,0.999433,1.00075,0,0,0,0
Airfoil,15,3.63714e-10,6.7499e-06,0.461324,0.887231,0,1,3.09332e-10,3664.92,0.999825,0.023677,-0.0313639,0,0.0392975,0.999433,1.00075,0,0,0,0
Airfoil,16,3.55819e-10,6.59919e-06,0.461322,0.887233,0,1,3.02616e-10,3680.83,0.999835,0.0234681,-0.0312553,-1,1.00076,0.999439,1.00075,0,0,0,0
Airfoil,17,3.55819e-10,6.59919e-06,0.461322,0.887233,0,1,3.02616e-10,3680.83,0.999835,0.0234681,-0.0312553,0,0.0390851,0.999439,1.00075,0,0,0,0
Airfoil,18,3.482e-10,6.45459e-06,0.461325,0.887231,0,1,2.96135e-10,3696.97,0.999846,0.0232575,-0.0311458,-1,1.00076,0.999443,1.00075,0,0,0,0
Airfoil,19,3.482e-10,6.45459e-06,0.461325,0.887231,0,1,2.96135e-10,3696.97,0.999846,0.0232575,-0.0311458,0,0.0388712,0.999443,1.00075,0,0,0,0
Airfoil,20,3.40857e-10,6.31636e-06,0.461324,0.887232,0,1,2.89889e-10,3713.36,0.999855,0.0230451,-0.0310354,-1,1.00075,0.999448,1.00075,0,0,0,0
Airfoil,21,3.40857e-10,6.31636e-06,0.461324,0.887232,0,1,2.89889e-10,3713.36,0.999855,0.0230451,-0.0310354,0,0.0386558,0.999448,1.00075,0,0,0,0
Airfoil,22,3.33816e-10,6.18517e-06,0.461322,0.887233,0,1,2.83899e-10,3729.99,0.999864,0.022831,-0.0309241,-1,1.00074,0.999452,1.00075,0,0,0,0
Airfoil,23,3.33816e-10,6.18517e-06,0.461322,0.887233,0,1,2.83899e-10,3729.99,0.999864,0.022831,-0.0309241,0,0.038439,0.999452,1.00075,0,0,0,0
Airfoil,24,3.27107e-10,6.0618e-06,0.461321,0.887233,0,1,2.78193e-10,3746.87,0.999872,0.0226152,-0.0308118,-1,1.00073,0.999455,1.00075,0,0,0,0
Airfoil,25,3.27107e-10,6.0618e-06,0.461321,0.887233,0,1,2.78193e-10,3746.87,0.999872,0.0226152,-0.0308118,0,0.0382206,0.999455,1.00075,0,0,0,0
Airfoil,26,3.2077e-10,5.94736e-06,0.461323,0.887232,0,1,2.72802e-10,3763.99,0.999879,0.0223975,-0.0306987,-1,1.00072,0.999458,1.00074,0,0,0,0
Airfoil,27,3.2077e-10,5.94736e-06,0.461323,0.887232,0,1,2.72802e-10,3763.99,0.999879,0.0223975,-0.0306987,0,0.0380008,0.999458,1.00074,0,0,0,0
Airfoil,28,3.14857e-10,5.84334e-06,0.461325,0.887231,0,1,2.67773e-10,3781.36,0.999885,0.0221779,-0.0305845,-1,1.00071,0.99946,1.00074,0,0,0,0
Airfoil,29,3.14857e-10,5.84334e-06,0.461325,0.887231,0,1,2.67773e-10,3781.36,0.999885,0.0221779,-0.0305845,0,0.0377792,0.99946,1.00074,0,0,0,0
Airfoil,30,3.09446e-10,5.7519e-06,0.461323,0.887232,0,1,2.63171e-10,3799.01,0.999891,0.0219562,-0.0304692,-1,1.00071,0.999462,1.00073,0,0,0,0
Airfoil,31,3.09446e-10,5.7519e-06,0.461323,0.887232,0,1,2.63171e-10,3799.01,0.999891,0.0219562,-0.0304692,0,0.037556,0.999462,1.00073,0,0,0,0
Airfoil,32,3.04647e-10,5.67622e-06,0.461321,0.887233,0,1,2.59089e-10,3816.93,0.999896,0.0217328,-0.0303531,-1,1.0007,0.999463,1.00072,0,0,0,0
Airfoil,33,3.04647e-10,5.67622e-06,0.461321,0.887233,0,1,2.59089e-10,3816.93,0.999896,0.0217328,-0.0303531,0,0.0373313,0.999463,1.00072,0,0,0,0
Airfoil,34,3.0062e-10,5.62115e-06,0.461322,0.887233,0,1,2.55663e-10,3835.1,0.9999,0.0215075,-0.0302359,-1,1.00069,0.999465,1.0007,0,0,0,0
Airfoil,35,3.0062e-10,5.62115e-06,0.461322,0.887233,0,1,2.55663e-10,3835.1,0.9999,0.0215075,-0.0302359,0,0.037105,0.999465,1.0007,0,0,0,0
Airfoil,36,2.97605e-10,5.59403e-06,0.461325,0.887231,0,1,2.53099e-10,3853.55,0.999903,0.0212804,-0.0301178,-1,1.00068,0.999465,1.00069,0,0,0,0
Airfoil,37,2.97605e-10,5.59403e-06,0.461325,0.887231,0,1,2.53099e-10,3853.55,0.999903,0.0212804,-0.0301178,0,0.0368773,0.999465,1.00069,0,0,0,0
Airfoil,38,2.95942e-10,5.60449e-06,0.461323,0.887232,0,1,2.51685e-10,3872.31,0.999905,0.0210514,-0.0299987,-1,1.00067,0.999466,1.00067,0,0,0,0
Airfoil,39,2.95942e-10,5.60449e-06,0.461323,0.887232,0,1,2.51685e-10,3872.31,0.999905,0.0210514,-0.0299987,0,0.0366481,0.999466,1.00067,0,0,0,0
Airfoil,40,2.96183e-10,5.66635e-06,0.461323,0.887232,0,1,2.5189e-10,3891.38,0.999906,0.0208205,-0.0298787,-1,1.00066,0.999466,1.00064,0,0,0,0
Airfoil,41,2.96183e-10,5.66635e-06,0.461323,0.887232,0,1,2.5189e-10,3891.38,0.999906,0.0208205,-0.0298787,0,0.0364174,0.999466,1.00064,0,0,0,0
Airfoil,42,2.99309e-10,5.80647e-06,0.461324,0.887232,0,1,2.54548e-10,3910.76,0.999907,0.0205873,-0.0297574,-1,1.00065,0.999466,1.00062,0,0,0,0
Airfoil,43,2.99309e-10,5.80647e-06,0.461324,0.887232,0,1,2.54548e-10,3910.76,0.999907,0.0205873,-0.0297574,0,0.0361849,0.999466,1.00062,0,0,0,0
Airfoil,44,3.06644e-10,6.06312e-06,0.461322,0.887233,0,1,2.60786e-10,3930.48,0.999908,0.0203522,-0.0296352,-1,1.00065,0.999467,1.00058,0,0,0,0
Airfoil,45,3.06644e-10,6.06312e-06,0.461322,0.887233,0,1,2.60786e-10,3930.48,0.999908,0.0203522,-0.0296352,0,0.0359508,0.999467,1.00058,0,0,0,0
Airfoil,46,3.19081e-10,6.47866e-06,0.461323,0.887232,0,1,2.71362e-10,3950.57,0.999911,0.0201152,-0.0295119,-1,1.00064,0.99947,1.00055,0,0,0,0
Airfoil,47,3.19081e-10,6.47866e-06,0.461323,0.887232,0,1,2.71362e-10,3950.57,0.999911,0.0201152,-0.0295119,0,0.0357152,0.99947,1.00055,0,0,0,0
Airfoil,48,3.39562e-10,7.14552e-06,0.461323,0.887232,0,1,2.88778e-10,3971.09,0.999917,0.0198762,-0.0293877,-1,1.00063,0.999477,1.00051,0,0,0,0
Airfoil,49,3.39562e-10,7.14552e-06,0.461323,0.887232,0,1,2.88778e-10,3971.09,0.999917,0.0198762,-0.0293877,0,0.0354781,0.999477,1.00051,0,0,0,0
Airfoil,50,3.7857e-10,8.21e-06,0.461323,0.887232,0,1,3.21951e-10,3992.12,0.999921,0.0196352,-0.0292624,-1,1.00062,0.999484,1.00046,0,0,0,0
Airfoil,51,3.7857e-10,8.21e-06,0.461323,0.887232,0,1,3.21951e-10,3992.12,0.999921,0.0196352,-0.0292624,0,0.0352396,0.999484,1.00046,0,0,0,0
Airfoil,52,4.37168e-10,9.40211e-06,0.469645,0.882856,0,1,3.71778e-10,3975.11,0.999934,0.0193923,-0.0291361,-1,1.00061,0.999501,1.00041,0,0,0,0
Airfoil,53,4.37168e-10,9.40211e-06,0.469645,0.882856,0,1,3.71778e-10,3975.11,0.999934,0.0193923,-0.0291361,0,0.0349996,0.999501,1.00041,0,0,0,0
Airfoil,54,4.72224e-10,9.76869e-06,0.489799,0.871836,0,1,4.01576e-10,3905.03,0.999967,0.0191497,-0.0290041,-1,1.0006,0.999537,1.00036,0,0,0,0
Airfoil,55,4.72224e-10,9.76869e-06,0.489799,0.871836,0,1,4.01576e-10,3905.03,0.999967,0.0191497,-0.0290041,0,0.0347555,0.999537,1.00036,0,0,0,0
Airfoil,56,4.52523e-10,9.12951e-06,0.501582,0.86511,0,1,3.8481e-10,3870.92,0.999999,0.0189083,-0.0288642,-1,1.0006,0.999572,1.00031,0,0,0,0
Airfoil,57,4.52523e-10,9.12951e-06,0.501582,0.86511,0,1,3.8481e-10,3870.92,0.999999,0.0189083,-0.0288642,0,0.034506,0.999572,1.00031,0,0,0,0
Airfoil,58,4.19032e-10,8.39712e-06,0.501582,0.86511,0,1,3.5632e-10,3888.56,1.00002,0.0186647,-0.0287229,-1,1.00059,0.9996,1.00025,0,0,0,0
Airfoil,59,4.19032e-10,8.39712e-06,0.501582,0.86511,0,1,3.5632e-10,3888.56,1.00002,0.0186647,-0.0287229,0,0.0342546,0.9996,1.00025,0,0,0,0
Airfoil,60,3.95025e-10,7.85247e-06,0.501581,0.865111,0,1,3.35897e-10,3908.33,1.00004,0.0184187,-0.0285803,-1,1.00058,0.999627,1.00019,0,0,0,0
Airfoil,61,3.95025e-10,7.85247e-06,0.501581,0.865111,0,1,3.35897e-10,3908.33,1.00004,0.0184187,-0.0285803,0,0.0340012,0.999627,1.00019,0,0,0,0
Airfoil,62,3.71593e-10,7.33978e-06,0.50158,0.865111,0,1,3.15964e-10,3929.48,1.00006,0.0181704,-0.0284363,-1,1.00057,0.999653,1.00013,0,0,0,0
Airfoil,63,3.71593e-10,7.33978e-06,0.50158,0.865111,0,1,3.15964e-10,3929.48,1.00006,0.0181704,-0.0284363,0,0.033746,0.999653,1.00013,0,0,0,0
Airfoil,64,3.50891e-10,6.88652e-06,0.501581,0.865111,0,1,2.98354e-10,3951.17,1.00007,0.0179198,-0.028291,-1,1.00056,0.999678,1.00006,0,0,0,0
Airfoil,65,3.50891e-10,6.88652e-06,0.501581,0.865111,0,1,2.98354e-10,3951.17,1.00007,0.0179198,-0.028291,0,0.0334888,0.999678,1.00006,0,0,0,0
Airfoil,66,3.31814e-10,6.47468e-06,0.501581,0.865111,0,1,2.82126e-10,3973.33,1.00008,0.0176668,-0.0281443,-1,1.00055,0.999701,0.999993,0,0,0,0
Airfoil,67,3.31814e-10,6.47468e-06,0.501581,0.865111,0,1,2.82126e-10,3973.33,1.00008,0.0176668,-0.0281443,0,0.0332297,0.999701,0.999993,0,0,0,0
Airfoil,68,3.14466e-10,6.10529e-06,0.501582,0.86511,0,1,2.67371e-10,3995.98,1.00009,0.0174113,-0.0279962,-1,1.00054,0.999722,0.999922,0,0,0,0
Airfoil,69,3.14466e-10,6.10529e-06,0.501582,0.86511,0,1,2.67371e-10,3995.98,1.00009,0.0174113,-0.0279962,0,0.0329688,0.999722,0.999922,0,0,0,0
Airfoil,70,2.9875e-10,5.77719e-06,0.501583,0.86511,0,1,2.54003e-10,4019.12,1.00009,0.0171534,-0.0278467,-1,1.00053,0.999743,0.99985,0,0,0,0
Airfoil,71,2.9875e-10,5.77719e-06,0.501583,0.86511,0,1,2.54003e-10,4019.12,1.00009,0.0171534,-0.0278467,0,0.0327059,0.999743,0.99985,0,0,0,0
Airfoil,72,2.84762e-10,5.49306e-06,0.50158,0.865111,0,1,2.42106e-10,4042.77,1.00009,0.0168931,-0.0276958,-1,1.00053,0.999762,0.999778,0,0,0,0
Airfoil,73,2.84762e-10,5.49306e-06,0.50158,0.865111,0,1,2.42106e-10,4042.77,1.00009,0.0168931,-0.0276958,0,0.0324412,0.999762,0.999778,0,0,0,0
Airfoil,74,2.7258e-10,5.25744e-06,0.501579,0.865112,0,1,2.31744e-10,4066.94,1.00008,0.0166303,-0.0275434,-1,1.00052,0.999778,0.999707,0,0,0,0
Airfoil,75,2.7258e-10,5.25744e-06,0.501579,0.865112,0,1,2.31744e-10,4066.94,1.00008,0.0166303,-0.0275434,0,0.0321746,0.999778,0.999707,0,0,0,0
Airfoil,76,2.62569e-10,5.085e-06,0.501581,0.865111,0,1,2.2323e-10,4091.67,1.00007,0.0163651,-0.0273896,-1,1.00051,0.999792,0.999637,0,0,0,0
Airfoil,77,2.62569e-10,5.085e-06,0.501581,0.865111,0,1,2.2323e-10,4091.67,1.00007,0.0163651,-0.0273896,0,0.0319062,0.999792,0.999637,0,0,0,0
Airfoil,78,2.55642e-10,5.00815e-06,0.501582,0.86511,0,1,2.17338e-10,4117,1.00006,0.0160972,-0.0272343,-1,1.0005,0.999803,0.999571,0,0,0,0
Airfoil,79,2.55642e-10,5.00815e-06,0.501582,0.86511,0,1,2.17338e-10,4117,1.00006,0.0160972,-0.0272343,0,0.0316359,0.999803,0.999571,0,0,0,0
Airfoil,80,2.54052e-10,5.09275e-06,0.501582,0.86511,0,1,2.15985e-10,4143,1.00004,0.0158269,-0.0270776,-1,1.00049,0.999811,0.999511,0,0,0,0
Airfoil,81,2.54052e-10,5.09275e-06,0.501582,0.86511,0,1,2.15985e-10,4143,1.00004,0.0158269,-0.0270776,0,0.0313638,0.999811,0.999511,0,0,0,0
Airfoil,82,2.63124e-10,5.49432e-06,0.50158,0.865111,0,1,2.23697e-10,4169.78,1.00002,0.015554,-0.0269193,-1,1.00048,0.999815,0.999458,0,0,0,0
Airfoil,83,2.63124e-10,5.49432e-06,0.50158,0.865111,0,1,2.23697e-10,4169.78,1.00002,0.015554,-0.0269193,0,0.0310898,0.999815,0.999458,0,0,0,0
Airfoil,84,2.88971e-10,6.47718e-06,0.50158,0.865111,0,1,2.4567e-10,4197.48,0.999992,0.0152785,-0.0267596,-1,1.00047,0.999817,0.999416,0,0,0,0
Airfoil,85,2.88971e-10,6.47718e-06,0.50158,0.865111,0,1,2.4567e-10,4197.48,0.999992,0.0152785,-0.0267596,0,0.0308141,0.999817,0.999416,0,0,0,0
Airfoil,86,3.35979e-10,8.57985e-06,0.501582,0.86511,0,1,2.8563e-10,4226.38,0.999981,0.0150003,-0.0265983,-1,1.00047,0.999831,0.999388,0,0,0,0
Airfoil,87,3.35979e-10,8.57985e-06,0.501582,0.86511,0,1,2.8563e-10,4226.38,0.999981,0.0150003,-0.0265983,0,0.0305366,0.999831,0.999388,0,0,0,0
Airfoil,88,4.53005e-10,1.34677e-05,0.50158,0.865111,0,1,3.85112e-10,4257.44,0.999973,0.0147196,-0.0264355,-1,1.00046,0.999849,0.99937,0,0,0,0
Airfoil,89,4.53005e-10,1.34677e-05,0.50158,0.865111,0,1,3.85112e-10,4257.44,0.999973,0.0147196,-0.0264355,0,0.0302573,0.999849,0.99937,0,0,0,0
Airfoil,90,7.55522e-10,2.22847e-05,0.504715,0.863286,0,1,6.42305e-10,4273.23,0.999917,0.0144361,-0.0262712,-1,1.00045,0.999833,0.999353,0,0,0,0
Airfoil,91,7.55522e-10,2.22847e-05,0.504715,0.863286,0,1,6.42305e-10,4273.23,0.999917,0.0144361,-0.0262712,0,0.0299763,0.999833,0.999353,0,0,0,0
Airfoil,92,1.14753e-09,2.86578e-05,0.56212,0.827055,0,1,9.75397e-10,4025.68,1.00003,0.0141513,-0.0261033,-1,1.00044,0.999979,0.999353,0,0,0,0
Airfoil,93,1.14753e-09,2.86578e-05,0.56212,0.827055,0,1,9.75397e-10,4025.68,1.00003,0.0141513,-0.0261033,0,0.0296925,0.999979,0.999353,0,0,0,0
Airfoil,94,1.15782e-09,2.617e-05,0.614075,0.789248,0,1,9.83974e-10,3783.82,1.00024,0.0138876,-0.0258981,-1,1.00043,1.00018,0.99939,0,0,0,0
Airfoil,95,1.15782e-09,2.617e-05,0.614075,0.789248,0,1,9.83974e-10,3783.82,1.00024,0.0138876,-0.0258981,0,0.0293867,1.00018,0.99939,0,0,0,0
Airfoil,96,9.54207e-10,2.1624e-05,0.614075,0.789247,0,1,8.10859e-10,3795.58,1.00033,0.0136212,-0.0256909,-1,1.00042,1.00027,0.999435,0,0,0,0
Airfoil,97,9.54207e-10,2.1624e-05,0.614075,0.789247,0,1,8.10859e-10,3795.58,1.00033,0.0136212,-0.0256909,0,0.0290785,1.00027,0.999435,0,0,0,0
Airfoil,98,8.63085e-10,1.92867e-05,0.614075,0.789248,0,1,7.33348e-10,3808.75,1.00043,0.0133521,-0.0254815,-1,1.00041,1.00038,0.99948,0,0,0,0
Airfoil,99,8.63085e-10,1.92867e-05,0.614075,0.789248,0,1,7.33348e-10,3808.75,1.00043,0.0133521,-0.0254815,0,0.0287677,1.00038,0.99948,0,0,0,0
Airfoil,100,7.7072e-10,1.70409e-05,0.614075,0.789248,0,1,6.54814e-10,3822.34,1.00051,0.0130802,-0.0252699,-1,1.0004,1.00046,0.999534,0,0,0,0
Airfoil,101,7.7072e-10,1.70409e-05,0.614075,0.789248,0,1,6.54814e-10,3822.34,1.00051,0.0130802,-0.0252699,0,0.0284545,1.00046,0.999534,0,0,0,0
Airfoil,102,6.98017e-10,1.52415e-05,0.614075,0.789248,0,1,5.93001e-10,3836.48,1.00057,0.0128055,-0.0250562,-1,1.0004,1.00053,0.999595,0,0,0,0
Airfoil,103,6.98017e-10,1.52415e-05,0.614075,0.789248,0,1,5.93001e-10,3836.48,1.00057,0.0128055,-0.0250562,0,0.0281389,1.00053,0.999595,0,0,0,0
Airfoil,104,6.3337e-10,1.36691e-05,0.614075,0.789248,0,1,5.38049e-10,3851.09,1.00063,0.012528,-0.0248403,-1,1.00039,1.00059,0.999664,0,0,0,0
Airfoil,105,6.3337e-10,1.36691e-05,0.614075,0.789248,0,1,5.38049e-10,3851.09,1.00063,0.012528,-0.0248403,0,0.0278207,1.00059,0.999664,0,0,0,0
Airfoil,106,5.77011e-10,1.23214e-05,0.614076,0.789246,0,1,4.90149e-10,3866.15,1.00067,0.0122477,-0.0246222,-1,1.00038,1.00064,0.99974,0,0,0,0
Airfoil,107,5.77011e-10,1.23214e-05,0.614076,0.789246,0,1,4.90149e-10,3866.15,1.00067,0.0122477,-0.0246222,0,0.0275002,1.00064,0.99974,0,0,0,0
Airfoil,108,5.27442e-10,1.11846e-05,0.614076,0.789247,0,1,4.48026e-10,3881.67,1.0007,0.0119645,-0.0244019,-1,1.00037,1.00067,0.999823,0,0,0,0
Airfoil,109,5.27442e-10,1.11846e-05,0.614076,0.789247,0,1,4.48026e-10,3881.67,1.0007,0.0119645,-0.0244019,0,0.0271772,1.00067,0.999823,0,0,0,0
Airfoil,110,4.8603e-10,1.03252e-05,0.614076,0.789247,0,1,4.1284e-10,3897.71,1.00072,0.0116784,-0.0241793,-1,1.00036,1.00069,0.999915,0,0,0,0
Airfoil,111,4.8603e-10,1.03252e-05,0.614076,0.789247,0,1,4.1284e-10,3897.71,1.00072,0.0116784,-0.0241793,0,0.0268519,1.00069,0.999915,0,0,0,0
Airfoil,112,4.58736e-10,9.92584e-06,0.614075,0.789248,0,1,3.89653e-10,3914.38,1.00073,0.0113894,-0.0239544,-1,1.00035,1.0007,1.00002,0,0,0,0
Airfoil,113,4.58736e-10,9.92584e-06,0.614075,0.789248,0,1,3.89653e-10,3914.38,1.00073,0.0113894,-0.0239544,0,0.0265242,1.0007,1.00002,0,0,0,0
Airfoil,114,4.54627e-10,1.02831e-05,0.614075,0.789248,0,1,3.86165e-10,3931.85,1.00073,0.0110974,-0.0237272,-1,1.00034,1.00069,1.00013,0,0,0,0
Airfoil,115,4.54627e-10,1.02831e-05,0.614075,0.789248,0,1,3.86165e-10,3931.85,1.00073,0.0110974,-0.0237272,0,0.0261942,1.00069,1.00013,0,0,0,0
Airfoil,116,4.7935e-10,1.20133e-05,0.614076,0.789247,0,1,4.07167e-10,3950.4,1.00074,0.0108025,-0.0234977,-1,1.00033,1.00069,1.00025,0,0,0,0
Airfoil,117,4.7935e-10,1.20133e-05,0.614076,0.789247,0,1,4.07167e-10,3950.4,1.00074,0.0108025,-0.0234977,0,0.0258619,1.00069,1.00025,0,0,0,0
Airfoil,118,5.86788e-10,1.71387e-05,0.614076,0.789247,0,1,4.98428e-10,3973.99,1.00075,0.0105045,-0.0232659,-1,1.00033,1.00069,1.00038,0,0,0,0
Airfoil,119,5.86788e-10,1.71387e-05,0.614076,0.789247,0,1,4.98428e-10,3973.99,1.00075,0.0105045,-0.0232659,0,0.0255273,1.00069,1.00038,0,0,0,0
Airfoil,120,9.35003e-10,2.7773e-05,0.614074,0.789248,0,1,7.94278e-10,4007.35,1.00068,0.0102034,-0.0230317,-1,1.00032,1.00062,1.00049,0,0,0,0
Airfoil,121,9.35003e-10,2.7773e-05,0.614074,0.789248,0,1,7.94278e-10,4007.35,1.00068,0.0102034,-0.0230317,0,0.0251906,1.00062,1.00049,0,0,0,0
Airfoil,122,1.45777e-09,3.68265e-05,0.664158,0.747592,0,1,1.23816e-09,3815.7,1.0008,0.00989931,-0.022795,-1,1.00031,1.00073,1.0006,0,0,0,0
Airfoil,123,1.45777e-09,3.68265e-05,0.664158,0.747592,0,1,1.23816e-09,3815.7,1.0008,0.00989931,-0.022795,0,0.0248518,1.00073,1.0006,0,0,0,0
Airfoil,124,1.53172e-09,3.43173e-05,0.719825,0.694156,0,1,1.30072e-09,3577.82,1.00108,0.00962612,-0.0225185,-1,1.0003,1.00096,1.00072,0,0,0,0
Airfoil,125,1.53172e-09,3.43173e-05,0.719825,0.694156,0,1,1.30072e-09,3577.82,1.00108,0.00962612,-0.0225185,0,0.0244897,1.00096,1.00072,0,0,0,0
Airfoil,126,1.25531e-09,2.74708e-05,0.72812,0.685449,0,1,1.06586e-09,3556.58,1.00125,0.00935636,-0.0222319,-1,1.00029,1.00109,1.00084,0,0,0,0
Airfoil,127,1.25531e-09,2.74708e-05,0.72812,0.685449,0,1,1.06586e-09,3556.58,1.00125,0.00935636,-0.0222319,0,0.0241205,1.00109,1.00084,0,0,0,0
Airfoil,128,1.08637e-09,2.34681e-05,0.72812,0.68545,0,1,9.22315e-10,3568.11,1.0014,0.0090837,-0.0219423,-1,1.00028,1.0012,1.00094,0,0,0,0
Airfoil,129,1.08637e-09,2.34681e-05,0.72812,0.68545,0,1,9.22315e-10,3568.11,1.0014,0.0090837,-0.0219423,0,0.0237482,1.0012,1.00094,0,0,0,0
Airfoil,130,9.43791e-10,2.00973e-05,0.728121,0.685449,0,1,8.012e-10,3580.34,1.00152,0.0088081,-0.0216495,-1,1.00027,1.00128,1.00104,0,0,0,0
Airfoil,131,9.43791e-10,2.00973e-05,0.728121,0.685449,0,1,8.012e-10,3580.34,1.00152,0.0088081,-0.0216495,0,0.0233727,1.00128,1.00104,0,0,0,0
Airfoil,132,8.2734e-10,1.73385e-05,0.728121,0.685449,0,1,7.02298e-10,3593.19,1.00162,0.00852952,-0.0213536,-1,1.00026,1.00134,1.00114,0,0,0,0
Airfoil,133,8.2734e-10,1.73385e-05,0.728121,0.685449,0,1,7.02298e-10,3593.19,1.00162,0.00852952,-0.0213536,0,0.0229941,1.00134,1.00114,0,0,0,0
Airfoil,134,7.25323e-10,1.50011e-05,0.72812,0.68545,0,1,6.15674e-10,3606.58,1.00169,0.00824794,-0.0210545,-1,1.00026,1.00138,1.00123,0,0,0,0
Airfoil,135,7.25323e-10,1.50011e-05,0.72812,0.68545,0,1,6.15674e-10,3606.58,1.00169,0.00824794,-0.0210545,0,0.0226124,1.00138,1.00123,0,0,0,0
Airfoil,136,6.39503e-10,1.31762e-05,0.72812,0.68545,0,1,5.42816e-10,3620.57,1.00175,0.00796323,-0.0207521,-1,1.00025,1.0014,1.00132,0,0,0,0
Airfoil,137,6.39503e-10,1.31762e-05,0.72812,0.68545,0,1,5.42816e-10,3620.57,1.00175,0.00796323,-0.0207521,0,0.0222275,1.0014,1.00132,0,0,0,0
Airfoil,138,5.77458e-10,1.21225e-05,0.728121,0.685449,0,1,4.90152e-10,3635.32,1.00178,0.00767533,-0.0204463,-1,1.00024,1.0014,1.00141,0,0,0,0
Airfoil,139,5.77458e-10,1.21225e-05,0.728121,0.685449,0,1,4.90152e-10,3635.32,1.00178,0.00767533,-0.0204463,0,0.0218394,1.0014,1.00141,0,0,0,0
Airfoil,140,5.47964e-10,1.23858e-05,0.72812,0.68545,0,1,4.65124e-10,3651.11,1.0018,0.00738432,-0.0201371,-1,1.00023,1.00139,1.00149,0,0,0,0
Airfoil,141,5.47964e-10,1.23858e-05,0.72812,0.68545,0,1,4.65124e-10,3651.11,1.0018,0.00738432,-0.0201371,0,0.0214484,1.00139,1.00149,0,0,0,0
Airfoil,142,5.92011e-10,1.58402e-05,0.728121,0.685449,0,1,5.02519e-10,3673.18,1.00183,0.00709018,-0.0198247,-1,1.00022,1.00137,1.00158,0,0,0,0
Airfoil,143,5.92011e-10,1.58402e-05,0.728121,0.685449,0,1,5.02519e-10,3673.18,1.00183,0.00709018,-0.0198247,0,0.0210544,1.00137,1.00158,0,0,0,0
Airfoil,144,8.84268e-10,2.62417e-05,0.72812,0.68545,0,1,7.50667e-10,3709.02,1.00179,0.00679287,-0.0195088,-1,1.00021,1.0013,1.00165,0,0,0,0
